name_full,state,county
"Anderson County, South Carolina",South Carolina,Anderson County
"Bamberg County, South Carolina",South Carolina,Bamberg County
"Barnwell County, South Carolina",South Carolina,Barnwell County
"Beaufort County, South Carolina",South Carolina,Beaufort County
"Berkeley County, South Carolina",South Carolina,Berkeley County
"Calhoun County, South Carolina",South Carolina,Calhoun County
"Charleston County, South Carolina",South Carolina,Charleston County
"Cherokee County, South Carolina",South Carolina,Cherokee County
"Chester County, South Carolina",South Carolina,Chester County
"Chesterfield County, South Carolina",South Carolina,Chesterfield County
"Clarendon County, South Carolina",South Carolina,Clarendon County
"Colleton County, South Carolina",South Carolina,Colleton County
"Darlington County, South Carolina",South Carolina,Darlington County
"Dillon County, South Carolina",South Carolina,Dillon County
"Dorchester County, South Carolina",South Carolina,Dorchester County
"Edgefield County, South Carolina",South Carolina,Edgefield County
"Fairfield County, South Carolina",South Carolina,Fairfield County
"Florence County, South Carolina",South Carolina,Florence County
"Georgetown County, South Carolina",South Carolina,Georgetown County
"Greenville County, South Carolina",South Carolina,Greenville County
"Greenwood County, South Carolina",South Carolina,Greenwood County
"Hampton County, South Carolina",South Carolina,Hampton County
"Horry County, South Carolina",South Carolina,Horry County
"Jasper County, South Carolina",South Carolina,Jasper County
"Kershaw County, South Carolina",South Carolina,Kershaw County
"Lancaster County, South Carolina",South Carolina,Lancaster County
"Laurens County, South Carolina",South Carolina,Laurens County
"Lee County, South Carolina",South Carolina,Lee County
"Lexington County, South Carolina",South Carolina,Lexington County
"McCormick County, South Carolina",South Carolina,McCormick County
"Marion County, South Carolina",South Carolina,Marion County
"Marlboro County, South Carolina",South Carolina,Marlboro County
"Newberry County, South Carolina",South Carolina,Newberry County
"Oconee County, South Carolina",South Carolina,Oconee County
"Orangeburg County, South Carolina",South Carolina,Orangeburg County
"Pickens County, South Carolina",South Carolina,Pickens County
"Richland County, South Carolina",South Carolina,Richland County
"Saluda County, South Carolina",South Carolina,Saluda County
"Spartanburg County, South Carolina",South Carolina,Spartanburg County
"York County, South Carolina",South Carolina,York County
"Sumter County, South Carolina",South Carolina,Sumter County
"Union County, South Carolina",South Carolina,Union County
"Williamsburg County, South Carolina",South Carolina,Williamsburg County
"Aurora County, South Dakota",South Dakota,Aurora County
"Beadle County, South Dakota",South Dakota,Beadle County
"Bennett County, South Dakota",South Dakota,Bennett County
"Bon Homme County, South Dakota",South Dakota,Bon Homme County
"Brookings County, South Dakota",South Dakota,Brookings County
"Brown County, South Dakota",South Dakota,Brown County
"Brule County, South Dakota",South Dakota,Brule County
"Buffalo County, South Dakota",South Dakota,Buffalo County
"Butte County, South Dakota",South Dakota,Butte County
"Campbell County, South Dakota",South Dakota,Campbell County
"Charles Mix County, South Dakota",South Dakota,Charles Mix County
"Clark County, South Dakota",South Dakota,Clark County
"Clay County, South Dakota",South Dakota,Clay County
"Codington County, South Dakota",South Dakota,Codington County
"Corson County, South Dakota",South Dakota,Corson County
"Custer County, South Dakota",South Dakota,Custer County
"Davison County, South Dakota",South Dakota,Davison County
"Day County, South Dakota",South Dakota,Day County
"Deuel County, South Dakota",South Dakota,Deuel County
"Dewey County, South Dakota",South Dakota,Dewey County
"Douglas County, South Dakota",South Dakota,Douglas County
"Edmunds County, South Dakota",South Dakota,Edmunds County
"Fall River County, South Dakota",South Dakota,Fall River County
"Faulk County, South Dakota",South Dakota,Faulk County
"Grant County, South Dakota",South Dakota,Grant County
"Gregory County, South Dakota",South Dakota,Gregory County
"Haakon County, South Dakota",South Dakota,Haakon County
"Hamlin County, South Dakota",South Dakota,Hamlin County
"Hand County, South Dakota",South Dakota,Hand County
"Hanson County, South Dakota",South Dakota,Hanson County
"Harding County, South Dakota",South Dakota,Harding County
"Hughes County, South Dakota",South Dakota,Hughes County
"Hutchinson County, South Dakota",South Dakota,Hutchinson County
"Hyde County, South Dakota",South Dakota,Hyde County
"Jackson County, South Dakota",South Dakota,Jackson County
"Jerauld County, South Dakota",South Dakota,Jerauld County
"Jones County, South Dakota",South Dakota,Jones County
"Kingsbury County, South Dakota",South Dakota,Kingsbury County
"Lake County, South Dakota",South Dakota,Lake County
"Lawrence County, South Dakota",South Dakota,Lawrence County
"Lincoln County, South Dakota",South Dakota,Lincoln County
"Lyman County, South Dakota",South Dakota,Lyman County
"McCook County, South Dakota",South Dakota,McCook County
"McPherson County, South Dakota",South Dakota,McPherson County
"Marshall County, South Dakota",South Dakota,Marshall County
"Meade County, South Dakota",South Dakota,Meade County
"Mellette County, South Dakota",South Dakota,Mellette County
"Miner County, South Dakota",South Dakota,Miner County
"Minnehaha County, South Dakota",South Dakota,Minnehaha County
"Moody County, South Dakota",South Dakota,Moody County
"Oglala Lakota County, South Dakota",South Dakota,Oglala Lakota County
"Pennington County, South Dakota",South Dakota,Pennington County
"Perkins County, South Dakota",South Dakota,Perkins County
"Potter County, South Dakota",South Dakota,Potter County
"Roberts County, South Dakota",South Dakota,Roberts County
"Sanborn County, South Dakota",South Dakota,Sanborn County
"Spink County, South Dakota",South Dakota,Spink County
"Stanley County, South Dakota",South Dakota,Stanley County
"Sully County, South Dakota",South Dakota,Sully County
"Todd County, South Dakota",South Dakota,Todd County
"Tripp County, South Dakota",South Dakota,Tripp County
"Turner County, South Dakota",South Dakota,Turner County
"Union County, South Dakota",South Dakota,Union County
"Anderson County, Tennessee",Tennessee,Anderson County
"Walworth County, South Dakota",South Dakota,Walworth County
"Yankton County, South Dakota",South Dakota,Yankton County
"Ziebach County, South Dakota",South Dakota,Ziebach County
"Bedford County, Tennessee",Tennessee,Bedford County
"Benton County, Tennessee",Tennessee,Benton County
"Bledsoe County, Tennessee",Tennessee,Bledsoe County
"Blount County, Tennessee",Tennessee,Blount County
"Bradley County, Tennessee",Tennessee,Bradley County
"Campbell County, Tennessee",Tennessee,Campbell County
"Cannon County, Tennessee",Tennessee,Cannon County
"Carroll County, Tennessee",Tennessee,Carroll County
"Carter County, Tennessee",Tennessee,Carter County
"Cheatham County, Tennessee",Tennessee,Cheatham County
"Chester County, Tennessee",Tennessee,Chester County
"Claiborne County, Tennessee",Tennessee,Claiborne County
"Clay County, Tennessee",Tennessee,Clay County
"Cocke County, Tennessee",Tennessee,Cocke County
"Coffee County, Tennessee",Tennessee,Coffee County
"Crockett County, Tennessee",Tennessee,Crockett County
"Cumberland County, Tennessee",Tennessee,Cumberland County
"Davidson County, Tennessee",Tennessee,Davidson County
"Decatur County, Tennessee",Tennessee,Decatur County
"DeKalb County, Tennessee",Tennessee,DeKalb County
"Dickson County, Tennessee",Tennessee,Dickson County
"Dyer County, Tennessee",Tennessee,Dyer County
"Fayette County, Tennessee",Tennessee,Fayette County
"Fentress County, Tennessee",Tennessee,Fentress County
"Franklin County, Tennessee",Tennessee,Franklin County
"Gibson County, Tennessee",Tennessee,Gibson County
"Giles County, Tennessee",Tennessee,Giles County
"Grainger County, Tennessee",Tennessee,Grainger County
"Greene County, Tennessee",Tennessee,Greene County
"Grundy County, Tennessee",Tennessee,Grundy County
"Hamblen County, Tennessee",Tennessee,Hamblen County
"Hamilton County, Tennessee",Tennessee,Hamilton County
"Hancock County, Tennessee",Tennessee,Hancock County
"Hardeman County, Tennessee",Tennessee,Hardeman County
"Hardin County, Tennessee",Tennessee,Hardin County
"Hawkins County, Tennessee",Tennessee,Hawkins County
"Haywood County, Tennessee",Tennessee,Haywood County
"Henderson County, Tennessee",Tennessee,Henderson County
"Henry County, Tennessee",Tennessee,Henry County
"Hickman County, Tennessee",Tennessee,Hickman County
"Houston County, Tennessee",Tennessee,Houston County
"Humphreys County, Tennessee",Tennessee,Humphreys County
"Jackson County, Tennessee",Tennessee,Jackson County
"Jefferson County, Tennessee",Tennessee,Jefferson County
"Johnson County, Tennessee",Tennessee,Johnson County
"Knox County, Tennessee",Tennessee,Knox County
"Lake County, Tennessee",Tennessee,Lake County
"Lauderdale County, Tennessee",Tennessee,Lauderdale County
"Lawrence County, Tennessee",Tennessee,Lawrence County
"Lewis County, Tennessee",Tennessee,Lewis County
"Lincoln County, Tennessee",Tennessee,Lincoln County
"Loudon County, Tennessee",Tennessee,Loudon County
"McMinn County, Tennessee",Tennessee,McMinn County
"McNairy County, Tennessee",Tennessee,McNairy County
"Macon County, Tennessee",Tennessee,Macon County
"Madison County, Tennessee",Tennessee,Madison County
"Marion County, Tennessee",Tennessee,Marion County
"Marshall County, Tennessee",Tennessee,Marshall County
"Maury County, Tennessee",Tennessee,Maury County
"Meigs County, Tennessee",Tennessee,Meigs County
"Monroe County, Tennessee",Tennessee,Monroe County
"Montgomery County, Tennessee",Tennessee,Montgomery County
"Moore County, Tennessee",Tennessee,Moore County
"Morgan County, Tennessee",Tennessee,Morgan County
"Pickett County, Tennessee",Tennessee,Pickett County
"Obion County, Tennessee",Tennessee,Obion County
"Overton County, Tennessee",Tennessee,Overton County
"Perry County, Tennessee",Tennessee,Perry County
"Polk County, Tennessee",Tennessee,Polk County
"Putnam County, Tennessee",Tennessee,Putnam County
"Rhea County, Tennessee",Tennessee,Rhea County
"Roane County, Tennessee",Tennessee,Roane County
"Robertson County, Tennessee",Tennessee,Robertson County
"Rutherford County, Tennessee",Tennessee,Rutherford County
"Scott County, Tennessee",Tennessee,Scott County
"Sequatchie County, Tennessee",Tennessee,Sequatchie County
"Sevier County, Tennessee",Tennessee,Sevier County
"Shelby County, Tennessee",Tennessee,Shelby County
"Smith County, Tennessee",Tennessee,Smith County
"Stewart County, Tennessee",Tennessee,Stewart County
"Sullivan County, Tennessee",Tennessee,Sullivan County
"Sumner County, Tennessee",Tennessee,Sumner County
"Tipton County, Tennessee",Tennessee,Tipton County
"Trousdale County, Tennessee",Tennessee,Trousdale County
"Unicoi County, Tennessee",Tennessee,Unicoi County
"Union County, Tennessee",Tennessee,Union County
"Van Buren County, Tennessee",Tennessee,Van Buren County
"Warren County, Tennessee",Tennessee,Warren County
"Washington County, Tennessee",Tennessee,Washington County
"Wayne County, Tennessee",Tennessee,Wayne County
"Weakley County, Tennessee",Tennessee,Weakley County
"White County, Tennessee",Tennessee,White County
"Williamson County, Tennessee",Tennessee,Williamson County
"Wilson County, Tennessee",Tennessee,Wilson County
"Anderson County, Texas",Texas,Anderson County
"Andrews County, Texas",Texas,Andrews County
"Angelina County, Texas",Texas,Angelina County
"Aransas County, Texas",Texas,Aransas County
"Archer County, Texas",Texas,Archer County
"Armstrong County, Texas",Texas,Armstrong County
"Atascosa County, Texas",Texas,Atascosa County
"Austin County, Texas",Texas,Austin County
"Bailey County, Texas",Texas,Bailey County
"Bandera County, Texas",Texas,Bandera County
"Bastrop County, Texas",Texas,Bastrop County
"Baylor County, Texas",Texas,Baylor County
"Bee County, Texas",Texas,Bee County
"Bell County, Texas",Texas,Bell County
"Bexar County, Texas",Texas,Bexar County
"Blanco County, Texas",Texas,Blanco County
"Borden County, Texas",Texas,Borden County
"Bosque County, Texas",Texas,Bosque County
"Bowie County, Texas",Texas,Bowie County
"Brazoria County, Texas",Texas,Brazoria County
"Brazos County, Texas",Texas,Brazos County
"Brewster County, Texas",Texas,Brewster County
"Briscoe County, Texas",Texas,Briscoe County
"Brooks County, Texas",Texas,Brooks County
"Brown County, Texas",Texas,Brown County
"Burleson County, Texas",Texas,Burleson County
"Burnet County, Texas",Texas,Burnet County
"Caldwell County, Texas",Texas,Caldwell County
"Calhoun County, Texas",Texas,Calhoun County
"Callahan County, Texas",Texas,Callahan County
"Cameron County, Texas",Texas,Cameron County
"Camp County, Texas",Texas,Camp County
"Carson County, Texas",Texas,Carson County
"Cass County, Texas",Texas,Cass County
"Castro County, Texas",Texas,Castro County
"Chambers County, Texas",Texas,Chambers County
"Cherokee County, Texas",Texas,Cherokee County
"Childress County, Texas",Texas,Childress County
"Clay County, Texas",Texas,Clay County
"Cochran County, Texas",Texas,Cochran County
"Collingsworth County, Texas",Texas,Collingsworth County
"Coke County, Texas",Texas,Coke County
"Coleman County, Texas",Texas,Coleman County
"Collin County, Texas",Texas,Collin County
"Colorado County, Texas",Texas,Colorado County
"Comal County, Texas",Texas,Comal County
"Comanche County, Texas",Texas,Comanche County
"Concho County, Texas",Texas,Concho County
"Cooke County, Texas",Texas,Cooke County
"Coryell County, Texas",Texas,Coryell County
"Cottle County, Texas",Texas,Cottle County
"Crane County, Texas",Texas,Crane County
"Crockett County, Texas",Texas,Crockett County
"Crosby County, Texas",Texas,Crosby County
"Culberson County, Texas",Texas,Culberson County
"Dallam County, Texas",Texas,Dallam County
"Dallas County, Texas",Texas,Dallas County
"Dawson County, Texas",Texas,Dawson County
"Deaf Smith County, Texas",Texas,Deaf Smith County
"Delta County, Texas",Texas,Delta County
"Denton County, Texas",Texas,Denton County
"DeWitt County, Texas",Texas,DeWitt County
"Dickens County, Texas",Texas,Dickens County
"Dimmit County, Texas",Texas,Dimmit County
"Donley County, Texas",Texas,Donley County
"Duval County, Texas",Texas,Duval County
"Eastland County, Texas",Texas,Eastland County
"Ector County, Texas",Texas,Ector County
"Edwards County, Texas",Texas,Edwards County
"Ellis County, Texas",Texas,Ellis County
"El Paso County, Texas",Texas,El Paso County
"Erath County, Texas",Texas,Erath County
"Falls County, Texas",Texas,Falls County
"Fannin County, Texas",Texas,Fannin County
"Fayette County, Texas",Texas,Fayette County
"Fisher County, Texas",Texas,Fisher County
"Floyd County, Texas",Texas,Floyd County
"Foard County, Texas",Texas,Foard County
"Fort Bend County, Texas",Texas,Fort Bend County
"Franklin County, Texas",Texas,Franklin County
"Freestone County, Texas",Texas,Freestone County
"Frio County, Texas",Texas,Frio County
"Gaines County, Texas",Texas,Gaines County
"Galveston County, Texas",Texas,Galveston County
"Garza County, Texas",Texas,Garza County
"Gillespie County, Texas",Texas,Gillespie County
"Glasscock County, Texas",Texas,Glasscock County
"Goliad County, Texas",Texas,Goliad County
"Gonzales County, Texas",Texas,Gonzales County
"Gray County, Texas",Texas,Gray County
"Grayson County, Texas",Texas,Grayson County
"Gregg County, Texas",Texas,Gregg County
"Grimes County, Texas",Texas,Grimes County
"Guadalupe County, Texas",Texas,Guadalupe County
"Hale County, Texas",Texas,Hale County
"Hall County, Texas",Texas,Hall County
"Hamilton County, Texas",Texas,Hamilton County
"Hansford County, Texas",Texas,Hansford County
"Hardeman County, Texas",Texas,Hardeman County
"Hardin County, Texas",Texas,Hardin County
"Harris County, Texas",Texas,Harris County
"Harrison County, Texas",Texas,Harrison County
"Hartley County, Texas",Texas,Hartley County
"Haskell County, Texas",Texas,Haskell County
"Hays County, Texas",Texas,Hays County
"Hemphill County, Texas",Texas,Hemphill County
"Henderson County, Texas",Texas,Henderson County
"Hidalgo County, Texas",Texas,Hidalgo County
"Hill County, Texas",Texas,Hill County
"Hockley County, Texas",Texas,Hockley County
"Hood County, Texas",Texas,Hood County
"Hudspeth County, Texas",Texas,Hudspeth County
"Hopkins County, Texas",Texas,Hopkins County
"Houston County, Texas",Texas,Houston County
"Howard County, Texas",Texas,Howard County
"Hunt County, Texas",Texas,Hunt County
"Hutchinson County, Texas",Texas,Hutchinson County
"Irion County, Texas",Texas,Irion County
"Jack County, Texas",Texas,Jack County
"Jackson County, Texas",Texas,Jackson County
"Jasper County, Texas",Texas,Jasper County
"Jeff Davis County, Texas",Texas,Jeff Davis County
"Jefferson County, Texas",Texas,Jefferson County
"Jim Hogg County, Texas",Texas,Jim Hogg County
"Jim Wells County, Texas",Texas,Jim Wells County
"Johnson County, Texas",Texas,Johnson County
"Jones County, Texas",Texas,Jones County
"Karnes County, Texas",Texas,Karnes County
"Kaufman County, Texas",Texas,Kaufman County
"Kendall County, Texas",Texas,Kendall County
"Kenedy County, Texas",Texas,Kenedy County
"Kent County, Texas",Texas,Kent County
"Kerr County, Texas",Texas,Kerr County
"Kimble County, Texas",Texas,Kimble County
"King County, Texas",Texas,King County
"Kinney County, Texas",Texas,Kinney County
"Kleberg County, Texas",Texas,Kleberg County
"Knox County, Texas",Texas,Knox County
"Lamar County, Texas",Texas,Lamar County
"Lamb County, Texas",Texas,Lamb County
"Lampasas County, Texas",Texas,Lampasas County
"La Salle County, Texas",Texas,La Salle County
"Lavaca County, Texas",Texas,Lavaca County
"Lee County, Texas",Texas,Lee County
"Leon County, Texas",Texas,Leon County
"Liberty County, Texas",Texas,Liberty County
"Limestone County, Texas",Texas,Limestone County
"Lipscomb County, Texas",Texas,Lipscomb County
"Live Oak County, Texas",Texas,Live Oak County
"Llano County, Texas",Texas,Llano County
"Loving County, Texas",Texas,Loving County
"Lubbock County, Texas",Texas,Lubbock County
"Lynn County, Texas",Texas,Lynn County
"McCulloch County, Texas",Texas,McCulloch County
"McLennan County, Texas",Texas,McLennan County
"McMullen County, Texas",Texas,McMullen County
"Madison County, Texas",Texas,Madison County
"Marion County, Texas",Texas,Marion County
"Martin County, Texas",Texas,Martin County
"Mason County, Texas",Texas,Mason County
"Matagorda County, Texas",Texas,Matagorda County
"Maverick County, Texas",Texas,Maverick County
"Medina County, Texas",Texas,Medina County
"Menard County, Texas",Texas,Menard County
"Midland County, Texas",Texas,Midland County
"Milam County, Texas",Texas,Milam County
"Mills County, Texas",Texas,Mills County
"Mitchell County, Texas",Texas,Mitchell County
"Montague County, Texas",Texas,Montague County
"Montgomery County, Texas",Texas,Montgomery County
"Moore County, Texas",Texas,Moore County
"Morris County, Texas",Texas,Morris County
"Motley County, Texas",Texas,Motley County
"Nacogdoches County, Texas",Texas,Nacogdoches County
"Navarro County, Texas",Texas,Navarro County
"Newton County, Texas",Texas,Newton County
"Nolan County, Texas",Texas,Nolan County
"Nueces County, Texas",Texas,Nueces County
"Ochiltree County, Texas",Texas,Ochiltree County
"Oldham County, Texas",Texas,Oldham County
"Orange County, Texas",Texas,Orange County
"Palo Pinto County, Texas",Texas,Palo Pinto County
"Pecos County, Texas",Texas,Pecos County
"Panola County, Texas",Texas,Panola County
"Parker County, Texas",Texas,Parker County
"Parmer County, Texas",Texas,Parmer County
"Polk County, Texas",Texas,Polk County
"Potter County, Texas",Texas,Potter County
"Presidio County, Texas",Texas,Presidio County
"Rains County, Texas",Texas,Rains County
"Randall County, Texas",Texas,Randall County
"Reagan County, Texas",Texas,Reagan County
"Real County, Texas",Texas,Real County
"Red River County, Texas",Texas,Red River County
"Reeves County, Texas",Texas,Reeves County
"Refugio County, Texas",Texas,Refugio County
"Roberts County, Texas",Texas,Roberts County
"Robertson County, Texas",Texas,Robertson County
"Rockwall County, Texas",Texas,Rockwall County
"Runnels County, Texas",Texas,Runnels County
"Rusk County, Texas",Texas,Rusk County
"Sabine County, Texas",Texas,Sabine County
"San Augustine County, Texas",Texas,San Augustine County
"San Jacinto County, Texas",Texas,San Jacinto County
"San Patricio County, Texas",Texas,San Patricio County
"San Saba County, Texas",Texas,San Saba County
"Schleicher County, Texas",Texas,Schleicher County
"Scurry County, Texas",Texas,Scurry County
"Shackelford County, Texas",Texas,Shackelford County
"Shelby County, Texas",Texas,Shelby County
"Sherman County, Texas",Texas,Sherman County
"Smith County, Texas",Texas,Smith County
"Somervell County, Texas",Texas,Somervell County
"Starr County, Texas",Texas,Starr County
"Stephens County, Texas",Texas,Stephens County
"Sterling County, Texas",Texas,Sterling County
"Stonewall County, Texas",Texas,Stonewall County
"Sutton County, Texas",Texas,Sutton County
"Swisher County, Texas",Texas,Swisher County
"Tarrant County, Texas",Texas,Tarrant County
"Taylor County, Texas",Texas,Taylor County
"Terrell County, Texas",Texas,Terrell County
"Terry County, Texas",Texas,Terry County
"Throckmorton County, Texas",Texas,Throckmorton County
"Titus County, Texas",Texas,Titus County
"Tom Green County, Texas",Texas,Tom Green County
"Travis County, Texas",Texas,Travis County
"Trinity County, Texas",Texas,Trinity County
"Tyler County, Texas",Texas,Tyler County
"Upshur County, Texas",Texas,Upshur County
"Upton County, Texas",Texas,Upton County
"Uvalde County, Texas",Texas,Uvalde County
"Val Verde County, Texas",Texas,Val Verde County
"Van Zandt County, Texas",Texas,Van Zandt County
"Victoria County, Texas",Texas,Victoria County
"Walker County, Texas",Texas,Walker County
"Waller County, Texas",Texas,Waller County
"Ward County, Texas",Texas,Ward County
"Washington County, Texas",Texas,Washington County
"Webb County, Texas",Texas,Webb County
"Wharton County, Texas",Texas,Wharton County
"Wheeler County, Texas",Texas,Wheeler County
"Wichita County, Texas",Texas,Wichita County
"Wilbarger County, Texas",Texas,Wilbarger County
"Willacy County, Texas",Texas,Willacy County
"Williamson County, Texas",Texas,Williamson County
"Wilson County, Texas",Texas,Wilson County
"Winkler County, Texas",Texas,Winkler County
"Wise County, Texas",Texas,Wise County
"Wood County, Texas",Texas,Wood County
"Yoakum County, Texas",Texas,Yoakum County
"Young County, Texas",Texas,Young County
"Zapata County, Texas",Texas,Zapata County
"Cache County, Utah",Utah,Cache County
"Zavala County, Texas",Texas,Zavala County
"Beaver County, Utah",Utah,Beaver County
"Box Elder County, Utah",Utah,Box Elder County
"Carbon County, Utah",Utah,Carbon County
"Daggett County, Utah",Utah,Daggett County
"Davis County, Utah",Utah,Davis County
"Duchesne County, Utah",Utah,Duchesne County
"Emery County, Utah",Utah,Emery County
"Garfield County, Utah",Utah,Garfield County
"Grand County, Utah",Utah,Grand County
"Iron County, Utah",Utah,Iron County
"Juab County, Utah",Utah,Juab County
"Kane County, Utah",Utah,Kane County
"Millard County, Utah",Utah,Millard County
"Morgan County, Utah",Utah,Morgan County
"Piute County, Utah",Utah,Piute County
"Rich County, Utah",Utah,Rich County
"Salt Lake County, Utah",Utah,Salt Lake County
"San Juan County, Utah",Utah,San Juan County
"Sanpete County, Utah",Utah,Sanpete County
"Sevier County, Utah",Utah,Sevier County
"Summit County, Utah",Utah,Summit County
"Tooele County, Utah",Utah,Tooele County
"Uintah County, Utah",Utah,Uintah County
"Utah County, Utah",Utah,Utah County
"Wasatch County, Utah",Utah,Wasatch County
"Washington County, Utah",Utah,Washington County
"Wayne County, Utah",Utah,Wayne County
"Weber County, Utah",Utah,Weber County
"Addison County, Vermont",Vermont,Addison County
"Bennington County, Vermont",Vermont,Bennington County
"Caledonia County, Vermont",Vermont,Caledonia County
"Chittenden County, Vermont",Vermont,Chittenden County
"Essex County, Vermont",Vermont,Essex County
"Franklin County, Vermont",Vermont,Franklin County
"Grand Isle County, Vermont",Vermont,Grand Isle County
"Lamoille County, Vermont",Vermont,Lamoille County
"Orange County, Vermont",Vermont,Orange County
"Orleans County, Vermont",Vermont,Orleans County
"Rutland County, Vermont",Vermont,Rutland County
"Washington County, Vermont",Vermont,Washington County
"Windham County, Vermont",Vermont,Windham County
"Windsor County, Vermont",Vermont,Windsor County
"Accomack County, Virginia",Virginia,Accomack County
"Albemarle County, Virginia",Virginia,Albemarle County
"Alleghany County, Virginia",Virginia,Alleghany County
"Amelia County, Virginia",Virginia,Amelia County
"Amherst County, Virginia",Virginia,Amherst County
"Appomattox County, Virginia",Virginia,Appomattox County
"Arlington County, Virginia",Virginia,Arlington County
"Augusta County, Virginia",Virginia,Augusta County
"Bath County, Virginia",Virginia,Bath County
"Bedford County, Virginia",Virginia,Bedford County
"Bland County, Virginia",Virginia,Bland County
"Botetourt County, Virginia",Virginia,Botetourt County
"Brunswick County, Virginia",Virginia,Brunswick County
"Buchanan County, Virginia",Virginia,Buchanan County
"Buckingham County, Virginia",Virginia,Buckingham County
"Campbell County, Virginia",Virginia,Campbell County
"Caroline County, Virginia",Virginia,Caroline County
"Carroll County, Virginia",Virginia,Carroll County
"Charles City County, Virginia",Virginia,Charles City County
"Charlotte County, Virginia",Virginia,Charlotte County
"Chesterfield County, Virginia",Virginia,Chesterfield County
"Clarke County, Virginia",Virginia,Clarke County
"Craig County, Virginia",Virginia,Craig County
"Culpeper County, Virginia",Virginia,Culpeper County
"Cumberland County, Virginia",Virginia,Cumberland County
"Dickenson County, Virginia",Virginia,Dickenson County
"Fauquier County, Virginia",Virginia,Fauquier County
"Dinwiddie County, Virginia",Virginia,Dinwiddie County
"Essex County, Virginia",Virginia,Essex County
"Fairfax County, Virginia",Virginia,Fairfax County
"Floyd County, Virginia",Virginia,Floyd County
"Fluvanna County, Virginia",Virginia,Fluvanna County
"Franklin County, Virginia",Virginia,Franklin County
"Frederick County, Virginia",Virginia,Frederick County
"Giles County, Virginia",Virginia,Giles County
"Gloucester County, Virginia",Virginia,Gloucester County
"Goochland County, Virginia",Virginia,Goochland County
"Grayson County, Virginia",Virginia,Grayson County
"Greene County, Virginia",Virginia,Greene County
"Greensville County, Virginia",Virginia,Greensville County
"Halifax County, Virginia",Virginia,Halifax County
"Hanover County, Virginia",Virginia,Hanover County
"Henrico County, Virginia",Virginia,Henrico County
"Henry County, Virginia",Virginia,Henry County
"Highland County, Virginia",Virginia,Highland County
"Isle of Wight County, Virginia",Virginia,Isle of Wight County
"James City County, Virginia",Virginia,James City County
"King and Queen County, Virginia",Virginia,King and Queen County
"King George County, Virginia",Virginia,King George County
"King William County, Virginia",Virginia,King William County
"Lancaster County, Virginia",Virginia,Lancaster County
"Lee County, Virginia",Virginia,Lee County
"Loudoun County, Virginia",Virginia,Loudoun County
"Louisa County, Virginia",Virginia,Louisa County
"Lunenburg County, Virginia",Virginia,Lunenburg County
"Madison County, Virginia",Virginia,Madison County
"Mathews County, Virginia",Virginia,Mathews County
"Mecklenburg County, Virginia",Virginia,Mecklenburg County
"Middlesex County, Virginia",Virginia,Middlesex County
"Montgomery County, Virginia",Virginia,Montgomery County
"Nelson County, Virginia",Virginia,Nelson County
"New Kent County, Virginia",Virginia,New Kent County
"Northampton County, Virginia",Virginia,Northampton County
"Northumberland County, Virginia",Virginia,Northumberland County
"Nottoway County, Virginia",Virginia,Nottoway County
"Orange County, Virginia",Virginia,Orange County
"Page County, Virginia",Virginia,Page County
"Patrick County, Virginia",Virginia,Patrick County
"Pittsylvania County, Virginia",Virginia,Pittsylvania County
"Powhatan County, Virginia",Virginia,Powhatan County
"Prince Edward County, Virginia",Virginia,Prince Edward County
"Prince George County, Virginia",Virginia,Prince George County
"Prince William County, Virginia",Virginia,Prince William County
"Pulaski County, Virginia",Virginia,Pulaski County
"Rappahannock County, Virginia",Virginia,Rappahannock County
"Richmond County, Virginia",Virginia,Richmond County
"Roanoke County, Virginia",Virginia,Roanoke County
"Rockbridge County, Virginia",Virginia,Rockbridge County
"Rockingham County, Virginia",Virginia,Rockingham County
"Russell County, Virginia",Virginia,Russell County
"Scott County, Virginia",Virginia,Scott County
"Shenandoah County, Virginia",Virginia,Shenandoah County
"Smyth County, Virginia",Virginia,Smyth County
"Southampton County, Virginia",Virginia,Southampton County
"Spotsylvania County, Virginia",Virginia,Spotsylvania County
"Stafford County, Virginia",Virginia,Stafford County
"Surry County, Virginia",Virginia,Surry County
"Sussex County, Virginia",Virginia,Sussex County
"Tazewell County, Virginia",Virginia,Tazewell County
"Warren County, Virginia",Virginia,Warren County
"Washington County, Virginia",Virginia,Washington County
"Westmoreland County, Virginia",Virginia,Westmoreland County
"Wise County, Virginia",Virginia,Wise County
"Wythe County, Virginia",Virginia,Wythe County
"Buena Vista city, Virginia",Virginia,Buena Vista city
"York County, Virginia",Virginia,York County
"Alexandria city, Virginia",Virginia,Alexandria city
"Bristol city, Virginia",Virginia,Bristol city
"Charlottesville city, Virginia",Virginia,Charlottesville city
"Chesapeake city, Virginia",Virginia,Chesapeake city
"Colonial Heights city, Virginia",Virginia,Colonial Heights city
"Covington city, Virginia",Virginia,Covington city
"Danville city, Virginia",Virginia,Danville city
"Emporia city, Virginia",Virginia,Emporia city
"Fairfax city, Virginia",Virginia,Fairfax city
"Falls Church city, Virginia",Virginia,Falls Church city
"Franklin city, Virginia",Virginia,Franklin city
"Fredericksburg city, Virginia",Virginia,Fredericksburg city
"Galax city, Virginia",Virginia,Galax city
"Hampton city, Virginia",Virginia,Hampton city
"Harrisonburg city, Virginia",Virginia,Harrisonburg city
